id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
320,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,4060000
763,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,4830000
750,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
580,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,8080940
570,6540,4,2,2,yes,yes,yes,no,yes,2,yes,furnished,8540000
815,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,4340000
596,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,7420000
264,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,4410000
869,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,4007500
672,6500,3,2,3,yes,no,no,no,yes,0,no,unfurnished,5880000
355,8250,3,1,1,yes,no,no,no,no,2,no,furnished,3773000
634,8580,5,3,2,yes,no,no,no,no,2,no,furnished,6440000
1071,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,2310000
741,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,4970000
665,6540,3,1,1,yes,yes,yes,no,no,2,yes,furnished,5950000
802,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
843,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,4200000
739,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,5005000
228,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4690000
496,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
248,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,4543000
285,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
819,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4340000
852,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
1003,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
246,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4550000
653,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
243,2550,3,1,2,yes,no,yes,no,no,0,no,furnished,4550000
688,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
779,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,4620000
517,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
404,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,3493000
323,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
882,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
235,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,4620000
801,4000,3,1,2,yes,no,no,no,no,2,no,furnished,4480000
432,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
282,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,4270000
244,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
621,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
1044,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
128,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
982,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,3290000
430,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
593,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
426,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
173,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
363,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,3710000
790,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,4550000
201,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,4900000
1046,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,2660000
183,7980,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5145000
132,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
392,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
686,6660,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,5652500
610,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished,6930000
337,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,3920000
1027,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,2940000
167,4600,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,5285000
648,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished,6195000
208,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4900000
786,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,4550000
106,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6160000
402,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
184,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
894,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3780000
